hospital_config_id,hospital_config_description,number_of_beds,number_of_beds_locked,branch_id,hospital_id,description,email,fax,phone,active,create_date,update_date,user_id,managment_id
306,"telefon: 343673483 (pokój lekarzy), 343673485 (dyż. pielęgn.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: Oddział Ortopedii i Chirurgii Urazowej",43,0,106,59,null,null,null,null,t,null,null,null,null
307,"telefon: 343673612,343673113,343673114,343673623 (pok.lek.-dostępny jeden w zależności od lek. spraw. dyż); 343673618, 343673619 (dyż. pielegn.)  fax: 343785251,343785253(Izba Przyjęć) uwagi: Oddział Pediatrii z Pododdziałem Hematologii i Nefrologii Dziecięcej\r\nw tym 2 IOM + 1 inkubator\r\n\r\n",34,0,40,59,null,null,null,null,t,null,null,null,null
308,telefon: 34 3673123; SOR (informacja): 34 3783123; SOR (dorośli): 34 3783682; SOR (dzieci): 34 3783645  fax: brak uwagi: Szpital Specjalistyczny Parkitka- Szpitalny Oddział Ratunkowy - Stanowiska IT,1,0,72,59,null,null,null,null,t,null,null,null,null
655,telefon:   fax:  uwagi: w tym 10 IOM w oddziałach dziecięcych oraz 9 IOM w oddziałach neonatologicznych,56,0,191,59,null,null,null,null,t,null,null,null,null
657,telefon: 343673123  fax: brak uwagi: ,3,0,192,59,null,null,null,null,t,null,null,null,null
862,"telefon: 343673261 (pokój lekarzy), 343673260 (dyż. pielęgniarek)  fax: 343673524 (pok. piel. oddział. pn-pt 7:00-14:35), 343785251,343785253 (Izba Przyjęć) uwagi: Oddział Chirurgii Onkologicznej z Pododdziałem Chorób Piersi - 25, w tym 2 łóżka IOM",25,0,49,59,null,null,null,null,t,null,null,null,null
863,"telefon: 343673511(pokój lekarzy), 343673509 (dyż.pielęgn.)  fax: 343673533 (pok.pielęgn.oddziałowej pn-pt 7:00-14:35); 343785251,343785253 (Izba Przyjęć) uwagi: 28 stanowisk dializacyjnych",28,0,107,59,null,null,null,null,t,null,null,null,null
1012,telefon:   fax:  uwagi: Oddział Chorób Wewnętrznych z Ośrodkiem Intensywnej Opieki Kardiologicznej\r\nw tym 5 łóżek intensywnego nadzoru kardiologicznego,60,0,1,59,null,null,null,null,t,null,null,null,null
1018,telefon:   fax:  uwagi: w tym 2 IOM,23,0,48,59,null,null,null,null,t,null,null,null,null
318,telefon:   fax:  uwagi: ,33,0,1,60,null,null,null,null,t,null,null,null,null
319,telefon:   fax:  uwagi: W tym 6 łóżek IOM,28,0,22,60,null,null,null,null,t,null,null,null,null
320,"telefon: 323908211, centrala: 323908200   fax:  uwagi: w tym 8 łóżek IOM\r\nDializy - TAK",8,0,100,60,null,null,null,null,t,null,null,null,null
321,telefon:   fax:  uwagi: w tym 1 łóżko IOM,30,0,40,60,null,null,null,null,t,null,null,null,null
322,"telefon:   fax:  uwagi: 17 łóżek dla noworodków, 8 inkubatorów.",25,0,75,60,null,null,null,null,t,null,null,null,null
323,telefon:   fax:  uwagi: ,48,0,42,60,null,null,null,null,t,null,null,null,null
324,telefon:   fax:  uwagi: Oddział Chirurgii Ogólnej z Pododdziałem Chemioterapii,45,0,45,60,null,null,null,null,t,null,null,null,null
325,telefon:   fax:  uwagi: ,15,0,59,60,null,null,null,null,t,null,null,null,null
326,telefon:   fax:  uwagi: ,12,0,61,60,null,null,null,null,t,null,null,null,null
327,telefon:   fax:  uwagi: ,13,0,64,60,null,null,null,null,t,null,null,null,null
328,telefon:   fax:  uwagi: miejsca męskie - 30\r\nmiejsca żeńskie - 30,60,0,66,60,null,null,null,null,t,null,null,null,null
820,telefon:   fax:  uwagi: ,4,0,192,60,null,null,null,null,t,null,null,null,null
637,telefon: 32 3908231  fax:  uwagi: Stanowiska IT,2,0,72,60,null,null,null,null,t,null,null,null,null
821,telefon:   fax:  uwagi: 4000- 2\r\n4220- 6\r\n4401- 1\r\n4500- 2,11,0,191,60,null,null,null,null,t,null,null,null,null
329,telefon:   fax:  uwagi: W tym 1 łóżko IOM,46,0,1,62,null,null,null,null,t,null,null,null,null
330,telefon:   fax:  uwagi: ,16,0,15,62,null,null,null,null,t,null,null,null,null
331,telefon:   fax:  uwagi: 1 inkubator,17,0,40,62,null,null,null,null,t,null,null,null,null
332,telefon:   fax:  uwagi: W tym 1 łóżko IOM,16,0,22,62,null,null,null,null,t,null,null,null,null
333,telefon:   fax:  uwagi: ,28,0,75,62,null,null,null,null,t,null,null,null,null
334,telefon:   fax:  uwagi: ,15,0,46,62,null,null,null,null,t,null,null,null,null
335,"telefon: 338520511 w.603, 604  fax:  uwagi: Dializy - TAK",10,0,100,62,null,null,null,null,t,null,null,null,null
336,telefon:   fax:  uwagi: ,12,0,59,62,null,null,null,null,t,null,null,null,null
337,telefon:   fax:  uwagi: ,16,0,61,62,null,null,null,null,t,null,null,null,null
338,telefon:   fax:  uwagi: ,58,0,42,62,null,null,null,null,t,null,null,null,null
339,telefon:   fax:  uwagi: ,28,0,106,62,null,null,null,null,t,null,null,null,null
340,telefon:   fax:  uwagi: ,18,0,64,62,null,null,null,null,t,null,null,null,null
341,telefon:   fax:  uwagi: ,50,0,66,62,null,null,null,null,t,null,null,null,null
342,telefon:   fax:  uwagi: ,33,0,31,62,null,null,null,null,t,null,null,null,null
343,telefon:   fax:  uwagi: ,20,0,20,62,null,null,null,null,t,null,null,null,null
344,telefon:   fax:  uwagi: ,19,0,111,62,null,null,null,null,t,null,null,null,null
345,telefon:   fax:  uwagi: ,0,0,105,62,null,null,null,null,t,null,null,null,null
346,telefon:   fax:  uwagi: ,15,0,8,62,null,null,null,null,t,null,null,null,null
347,telefon:   fax:  uwagi: W tym 4 łóżka IOM,16,0,24,62,null,null,null,null,t,null,null,null,null
349,telefon:   fax:  uwagi: ,40,0,45,62,null,null,null,null,t,null,null,null,null
629,"telefon: Centrala: 33 8549200, 33 8520511; SOR (rejestracja przyjęć nagłych): wew. 706, 707; SOR (pielęgniarka oddzialowa): wew. 701; SOR (rejestracja wpisów i przyjęć planowych): wew. 702  fax:  uwagi: Stanowiska IT",2,0,72,62,null,null,null,null,t,null,null,null,null
784,telefon:   fax:  uwagi: 4000- 1\r\n4220- 1\r\n4902- 2\r\n4222- 4,8,0,191,62,null,null,null,null,t,null,null,null,null
786,"telefon: Centrala: 33 8549200, 33 8520511; SOR (rejestracja przyjęć nagłych): wew. 706, 707; SOR (pielęgniarka oddzialowa): wew. 701; SOR (rejestracja wpisów i przyjęć planowych): wew. 702  fax:  uwagi: ",4,0,192,62,null,null,null,null,t,null,null,null,null
912,"telefon: 338520511 w.603, 604  fax:  uwagi: PIO - pełna izolacja oddechowa\r\n(3 miejsca w przypadku kohortowania pacjentów, po uzgodnieniu ze szpitalem tel. 33 854 92 00 lub 33 852 05 11 - przekierowanie na lekarza dyżurnego)",2,0,195,62,null,null,null,null,t,null,null,null,null
1010,"telefon: 322213661; Izba Przyjęć wew. 30  fax: 322215236 uwagi: Oddział Chorób Płuc i Gruźlicy z Pododdziałem Gruźlicy, Pododdziałem Chemioterpaii i Szybkiej Diagnostyki\r\n",58,0,31,63,null,null,null,null,t,null,null,null,null
403,telefon: 32 3938100  fax: 32 3938101 uwagi: Oddział wewnętrzny z intensywnym nadzorem kardiologicznym. W tym 1 stanowisko IT i 1 łóżko IOM.,30,0,1,71,null,null,null,null,t,null,null,null,null
352,"telefon:   fax:  uwagi: Oddział Kardiochirirgii, Transplantacji Serca i Mechanicznego Wspomagania Krążenia - 33 łóżka\r\nOddział Kardiochirurgii, Transplantacji Serca i Płuc oraz Mechanicznego Wspomagania Krążenia - 41 w tym 14 OIOM (rozpoczęcie działalności z dniem 01.07.2015r.)\r\nOddział Chirurgii Serca i Naczyń Dorosłych i Dzieci - 46 łóżek - Zakończenie działalności z dniem 13.07.2015\r\n\r\n",70,0,53,64,null,null,null,null,t,null,null,null,null
353,"telefon: 324793403  fax:  uwagi: Oddział Transplantacyjny z Pododdziałem Mukowiscydozy, Pododdziałem Chirurgii Klatki Piersiowej i Pododdziałem Chorób Płuc - 33 łóżka w tym 6 OIOM (ropoczęcie działalności 01.07.2015 r.)\r\nOddział Transplanatacyjny - 9 łóżek (zakończenie działalności z dniem 13.07.2015 r.) \r\n",33,0,164,64,null,null,null,null,t,null,null,null,null
354,telefon:   fax:  uwagi: I Oddział Kardiologii i Angiologii - 38\r\n\r\nOddział Chorób Serca i Naczyń - 26,64,0,10,64,null,null,null,null,t,null,null,null,null
355,telefon:   fax:  uwagi: Oddział Intensywnej Opieki Kardiologicznej - R - 12\r\n\r\nOddział Intensywnej Opieki Kardiologicznej Dziecięcej - 10\r\n\r\nOddział Intensywnej Opieki Kardiologicznej i Ciężkiej Niewydolności Krążeniowo-Oddechowej - 10,32,0,14,64,null,null,null,null,t,null,null,null,null
719,telefon:   fax:  uwagi: 3 inkubatory.,10,0,193,64,null,null,null,null,t,null,null,null,null
356,telefon:   fax:  uwagi: Oddział Wrodzonych Wad Serca i Kardiologii Dziecięcej,16,0,13,64,null,null,null,null,t,null,null,null,null
357,"telefon: 323733841, 323733842, 323733843  fax:  uwagi: w tym 25 łóżek OIOM",25,0,100,64,null,null,null,null,t,null,null,null,null
360,telefon: 323733880; 323733809  fax:  uwagi: Oddział Chirurgii Naczyniowej i Endowaskularnej,4,0,48,64,null,null,null,null,t,null,null,null,null
711,telefon:   fax:  uwagi: ,57,0,191,64,null,null,null,null,t,null,null,null,null
913,telefon:   fax:  uwagi: ,2,0,101,64,null,null,null,null,t,null,null,null,null
927,"telefon:   fax:  uwagi: W tym 5 łóżek IOM, 5 inkubatorów.",15,0,54,64,null,null,null,null,t,null,null,null,null
361,telefon: 32 3581227  fax: 32 2518437 uwagi: Oddział Okulistyki Dorosłych,107,0,59,65,null,null,null,null,t,null,null,null,null
362,telefon: 32 3581326  fax: 32 2518437 uwagi: Oddział Okulistyki Dzicięcej,26,0,60,65,null,null,null,null,t,null,null,null,null
669,telefon:   fax:  uwagi: ,1,0,191,65,null,null,null,null,t,null,null,null,null
1020,telefon: 32 3581 357  fax:  uwagi: w tym 4 łóżka IOM,36,0,110,65,null,null,null,null,t,null,null,null,null
879,telefon: 32 3581366  fax: 32 2518437 uwagi: Oddział Endokrynologii i Nowotworów Neuroendokrynnych,25,0,5,65,null,null,null,null,t,null,null,null,null
1076,telefon:   fax:  uwagi: w tym 2 łóżka IOM,21,0,49,65,null,null,null,null,t,null,null,null,null
366,telefon: 32 3598134  fax: brak uwagi: Oddział Anestezjologii i Intensywnej Terapii - \r\nw tym 10 łóżek IT,10,0,100,66,null,null,null,null,t,null,null,null,null
368,"telefon: 32 3598198  fax: 32 2029577 uwagi: Oddział Chirurgii Ogólnej, Naczyń, Angiologii i Flebologii\r\nW tym 6 łóżek IOM",59,0,48,66,null,null,null,null,t,null,null,null,null
369,telefon: 32 3598290  fax: 32 2029933 uwagi: Oddział Chorób Wewnętrznych i Reumatologii,37,0,33,66,null,null,null,null,t,null,null,null,null
370,telefon: 32 3598297  fax: 32 2523593 uwagi: Oddział Chorób Wewnętrznych i Metabolicznych,36,0,1,66,null,null,null,null,t,null,null,null,null
371,telefon: 32 3598239  fax: 32 2059483 uwagi: Oddział Geriatrii,16,0,8,66,null,null,null,null,t,null,null,null,null
372,telefon: 32 3598306  fax: 32 2029592 uwagi: Oddział Neurologii\r\nw tym 2 łóżka IOM,28,0,22,66,null,null,null,null,t,null,null,null,null
373,telefon: 323598306  fax: 322029592 uwagi: Pododdział Udarowy Oddziału Neurologii\r\nw tym 4 łóżka IOM,16,0,24,66,null,null,null,null,t,null,null,null,null
374,telefon: 32 3598270  fax: 32 2029932 uwagi: Oddział Ortopedii i Traumatologii Narządu Ruchu,40,0,106,66,null,null,null,null,t,null,null,null,null
377,telefon: 32 3598107  fax: brak uwagi: Oddział Laryngologii i Onkologii Laryngologicznej\r\n,18,0,61,66,null,null,null,null,t,null,null,null,null
378,telefon: 32 3598011  fax: 32 2059260 uwagi: Oddział Psychiatrii i Psychoterapii,30,0,66,66,null,null,null,null,t,null,null,null,null
671,"telefon:   fax:  uwagi: 6 łóżek kod 4530, 2 łóżka kod 4220, 4 łóżka kod 4222, , 3 łóżka kod 4570, 2 łóżka kod 4610, 2 łóżka kod 4580.",19,0,191,66,null,null,null,null,t,null,null,null,null
1050,"telefon:   fax:  uwagi: 10 stanowisk kod 4260, 1 stanowisko IT kod 4902",11,0,189,66,null,null,null,null,t,null,null,null,null
860,telefon: 32 3598944  fax: 32 3598944 uwagi: Oddział Neurochirurgii\r\nw tym 3 łóżka IOM,15,0,55,66,null,null,null,null,t,null,null,null,null
1019,telefon: 324796101  fax:  uwagi: w tym 4-łóżkowa sala nieinwazyjnej wentylacji mechanicznej,21,0,133,66,null,null,null,null,t,null,null,null,null
1032,telefon: 324796010  fax: 324796011 uwagi: Uruchomienie SOR w dn. 12.11.2018 r.,4,0,192,66,null,null,null,null,t,null,null,null,null
1033,telefon: 324796010  fax: 324796011 uwagi: w tym 1 stanowisko IT,5,0,72,66,null,null,null,null,t,null,null,null,null
380,telefon: 32 46 13 201  fax: 324613220 uwagi: Oddział Chorób Wewnętrznych z Pododdziałem Nefrologicznym.\r\n,37,0,1,68,null,null,null,null,t,null,null,null,null
381,"telefon: 32 46 13 201  fax: 324613220 uwagi: Oddział Kardiologiczny z Pododdziałem Intensywnego Nadzoru Kardiologicznego, w tym 6 łóżek INK.",25,0,10,68,null,null,null,null,t,null,null,null,null
382,telefon: 32 46 13 201  fax: 324613220 uwagi: Oddział Chirurgii Dzięcięcej,15,0,46,68,null,null,null,null,t,null,null,null,null
383,"telefon: 324613201  fax: 324613220 uwagi: Oddział Chirurgii Ogólnej z Pododdziałem Chirurgii Naczyń, ",50,0,45,68,null,null,null,null,t,null,null,null,null
384,"telefon: 32 46 13 201  fax: 324613220 uwagi: Oddział Chirurgii Urazowo-Ortopedycznej z Pododdziałem Dziecięcym, ",35,0,106,68,null,null,null,null,t,null,null,null,null
385,telefon: 324613201  fax: 324613220 uwagi: ,19,0,64,68,null,null,null,null,t,null,null,null,null
386,telefon: 324613201  fax: 324613220 uwagi: Oddział Pediatryczny z Pododdziałem Niemowlęcym,25,0,40,68,null,null,null,null,t,null,null,null,null
387,telefon: 324613201  fax: 324613220 uwagi: w tym 3 stanowiska OIOM,3,0,101,68,null,null,null,null,t,null,null,null,null
1068,telefon: 32 46 13 253  fax:  uwagi: ,12,0,202,68,null,null,null,null,t,null,null,null,null
701,telefon:   fax:  uwagi: 3 łóżka kod 4261\r\n,3,0,191,68,null,null,null,null,t,null,null,null,null
388,"telefon: 323463642  fax: 322414733 uwagi: Oddział Obserwacyjno-Zakaźny, Hepatologii Zakaźnej i Nabytych Niedoborów Odporności Kliniczny\r\nW tym 1 łóżko IOM.",40,0,111,69,null,null,null,null,t,null,null,null,null
390,telefon: 323463677  fax: 322414733 uwagi: ,14,0,105,69,null,null,null,null,t,null,null,null,null
391,"telefon: 323463661  fax: 322414733 uwagi: Oddział Pulmonologii i Nowotworów Płuc z Pododdziałem Ftyzjopneumonologii; 50 łóżek, w tym 1 łóżko IOM.\r\nNależy każdorazowo kontaktować się z oddziałem w sprawie przyjęcia pacjenta.",50,0,31,69,null,null,null,null,t,null,null,null,null
759,"telefon:   fax:  uwagi: 1 łóżko kod 4348, 1 łóżko kod 4270.",2,0,191,69,null,null,null,null,t,null,null,null,null
392,"telefon: 32 2673011 wew. 215  fax: 32 2677355 uwagi: Oddział Chorób Wewnętrznych I - 58, w tym IOM - 4 \r\n\r\n\r\n",58,0,1,70,null,null,null,null,t,null,null,null,null
394,telefon: 32 2673011 wew. 149  fax: 32 2677355 uwagi: 50 łóżek,50,0,42,70,null,null,null,null,t,null,null,null,null
395,telefon: 32 2673011 wew. 365  fax: 32 2677355 uwagi: 13 łóżeczek i 4 inkubatory,13,0,75,70,null,null,null,null,t,null,null,null,null
404,telefon: 32 3938100  fax: 32 3938101 uwagi: W tym 1 łóżko IOM.,30,0,45,71,null,null,null,null,t,null,null,null,null
405,telefon: 32 3938100  fax: 32 3938101 uwagi: Oddział ginekologiczno-położniczy z blokiem porodowym. W tym 1 łóżko IOM.,30,0,42,71,null,null,null,null,t,null,null,null,null
406,telefon: 32 3938100  fax: 32 3938101 uwagi: 18 łóżeczek + 5 inkubatorów,18,0,75,71,null,null,null,null,t,null,null,null,null
407,telefon: 32 3938100  fax: 32 3938101 uwagi: W tym 2 łóżka IOM.,20,0,8,71,null,null,null,null,t,null,null,null,null
780,telefon:   fax:  uwagi: 1 łóżko - oddz. 4000 ; 1 łóżko - oddz. 4500 ;\r\n1 łóżko - oddz. 4450 ; 1 łóżko - oddz. 4060,4,0,191,71,null,null,null,null,t,null,null,null,null
408,"telefon: 343172861 wew. 175  fax: brak uwagi: Oddział Chorób Wewnętrznych - 50\r\nw tym 2 łóżka IOM, 2 IT\r\n",50,0,1,72,null,null,null,null,t,null,null,null,null
409,"telefon: 343172861 wew.181  fax: brak uwagi: w tym 2 łóżka IOM, 2 łóżka dla noworodków, \r\n2 inkubatory",20,0,40,72,null,null,null,null,t,null,null,null,null
845,"telefon:   fax:  uwagi: 2 łóżka kod 4000, 2 łóżka kod 4401.",4,0,191,72,null,null,null,null,t,null,null,null,null
1075,telefon:   fax:  uwagi: Gastroenterologia i Hepatologia,45,0,6,74,null,null,null,null,t,null,null,null,null
674,telefon:   fax:  uwagi: ,22,0,191,74,null,null,null,null,t,null,null,null,null
419,"telefon: 32 7894301, 32 7894340  fax: 32 7894302, 32 7894343 uwagi: Oddział Chorób Wewnętrznych, Autoimmunologicznych i Metabolicznych - 32\r\n\r\nOddział Chorób Wewnętrznych i Farmakologii Klinicznej - 23",55,0,1,74,null,null,null,null,t,null,null,null,null
421,"telefon: 32 7894701  fax: 32 7894701 uwagi: Oddział Ginekologii i Położnictwa - 30, w tym 2 łóżka IOM\r\n\r\n",60,0,42,74,null,null,null,null,t,null,null,null,null
422,"telefon: 32 7894451  fax: brak uwagi: 5 noworodkowych, 7 inkubatorów,4 ł.intensywnej terapii noworodka, 4 ł. opieki ciągłej dla noworodków po sztucznej wentylacji, 7 ł. opieki pośredniej dla noworodków nie wymagających wsparcia oddechowego",27,0,75,74,null,null,null,null,t,null,null,null,null
423,telefon: 32 7894601  fax: 32 2525955 uwagi: Oddział Neurologiczny z Pododdziałem Udarowym\r\n- w tym 2 łóżka IOM.,47,0,22,74,null,null,null,null,t,null,null,null,null
424,"telefon: 327894201, 327894202, 327894216  fax: 322525955 uwagi: w tym: 10 łóżek IT",10,0,100,74,null,null,null,null,t,null,null,null,null
425,telefon: 32 7894501  fax: 32 7894506 uwagi: w tym 2 łóżka IOM,47,0,55,74,null,null,null,null,t,null,null,null,null
426,telefon: 32 7894251  fax: brak uwagi: Oddział Chirurgii Przewodu Pokarmowego,47,0,45,74,null,null,null,null,t,null,null,null,null
1074,telefon:   fax:  uwagi: Oddział Endokrynologii Ginekologicznej,18,0,5,74,null,null,null,null,t,null,null,null,null
428,"telefon: 32 459 1883 (lek.), 32 4591884 (piel.), 32 4591882 (sek.)  fax: 32 4591777 uwagi: Oddział Neurologiczny z Pododdziałem Udarowym - 28",28,0,22,75,null,null,null,null,t,null,null,null,null
430,"telefon: 32 459 1883 (lek.), 32 4591884 (piel.), 32 4591882 (sek.)  fax: 32 4591777 uwagi: ",16,0,24,75,null,null,null,null,t,null,null,null,null
431,"telefon: 32 4591853 (lek.), 32 4591854 (piel.), 32 4591857 (sek.)  fax: 32 4591777 uwagi: ul. 26 Marca 51 44-300 Wodzisław Śl.:\r\nOddział Chorób Wewnętrznych - 30\r\n",30,0,1,75,null,null,null,null,t,null,null,null,null
432,telefon: 32 459198332 (lek.) 32 4591984/85 (piel.) 32 4591982 (sek.)  fax: 32 4591777 uwagi: ul. 26 Marca 51 44-300 Wodzisław Śl.:\r\nOddział Chirurgiczny Ogólny - 47\r\n\r\n,37,0,45,75,null,null,null,null,t,null,null,null,null
433,telefon: 32 4591951 (lek.) 32 4591954 (piel.) 32 4591955 (sek.)  fax: 32 4591777 uwagi: ul. 26 Marca 51 44-300 Wodzisław Śl.:\r\nOddział Chirurgii Urazowo-Ortopedycznej - 27\r\n\r\n,24,0,106,75,null,null,null,null,t,null,null,null,null
434,"telefon: 32 4591991 (lek.), 32 4591994 (piel.), 32 4591992 (sek.)  fax: 324591777 uwagi: ul. 26 Marca 51 44-300 Wodzisław Śl.:\r\nOddział Anestezjologii i Intensywnej Terapii -\r\n7 stanowisk IT\r\n\r\n",7,0,100,75,null,null,null,null,t,null,null,null,null
435,"telefon: 32 4591963 (lek.), 32 4591964/62 (piel.), 32 4591965 (sek.)  fax: 32 4591777 uwagi: ul. 26 Marca 51 44-300 Wodzisław Śl.;\r\nOddział Ginekologiczno-Położniczy - 44\r\n",30,0,42,75,null,null,null,null,t,null,null,null,null
471,"telefon: lek. 32 7643030 wew. 106, 206; piel. 32 7643030 wew. 102, 201  fax: 32 7643030 uwagi: ",29,0,10,80,null,null,null,null,t,null,null,null,null
437,"telefon: 32 4591883 (lek.), 32 4591974 (piel.), 32 4591972 (sek.)  fax: 32 4591777 uwagi: ul. 26 Marca 51 44-300 Wodzisław Śl.;\r\nOddział Neonatologiczny - 18\r\n",12,0,75,75,null,null,null,null,t,null,null,null,null
789,telefon:   fax:  uwagi: Oddział 4000 - 2 łóżko\r\nOddział 4220 - 2 łóżka\r\nOddział 4421 - 2 łóżka\r\nOddział 4450 - 2 łóżka,8,0,191,75,null,null,null,null,t,null,null,null,null
1064,telefon:   fax:  uwagi: Oddział Chorób Wewnętrznych z Pododdziałem Geriatrycznym - 45 łóżek,45,0,201,75,null,null,null,null,t,null,null,null,null
438,telefon: 32 3704441  fax: 32 3704417 uwagi: ,17,0,15,76,null,null,null,null,t,null,null,null,null
439,telefon:   fax:  uwagi: ,8,0,107,76,null,null,null,null,t,null,null,null,null
440,"telefon: 32 3704425, Izba Przyjęć: 32 3704450    fax: 32 3704417 uwagi: Oddział Chorób Wewnętrznych i Diabetologii",20,0,1,76,null,null,null,null,t,null,null,null,null
442,"telefon: 32 3704416  fax: 32 3704475 uwagi: Oddział Torakochirurgiczny, w tym 3 łóżka IOM.",30,0,47,76,null,null,null,null,t,null,null,null,null
443,telefon: 32 3704440  fax: 32 3704453 uwagi: W tym 2 łóżka IOM.,20,0,64,76,null,null,null,null,t,null,null,null,null
444,telefon: 32 3704284; 32 3704583  fax: 32 3704292 uwagi: W tym 2 łóżka IOM.,12,0,22,76,null,null,null,null,t,null,null,null,null
445,"telefon: 323704227, 323704228  fax: 32 3704238 uwagi: 7 stanowisk IT. \r\nDializy - TAK",7,0,100,76,null,null,null,null,t,null,null,null,null
446,"telefon: 32 3704373  fax: 32 3704379 uwagi: Oddział Hematologii i Onkologii, w tym 3 łóżka IOM",25,0,155,76,null,null,null,null,t,null,null,null,null
850,telefon:   fax:  uwagi: ,1,0,191,91,null,null,null,null,t,null,null,null,null
447,"telefon: noworodki: 323704350, dzieci: 323704285  fax: OIT Dziecięcej - 32 3704278 uwagi: Oddział Intensywnej Terapii Dziecięcej - 9,  w tym 4 łóżka noworodki, 5 inkubatorów\r\nOddział Intensywnej Terapii Noworodka - 10, w tym 10 inkubatorów\r\n(stanowiska IT: 9+10)",19,0,101,76,null,null,null,null,t,null,null,null,null
448,telefon: 32 3704267  fax: 32 3704292 uwagi: Oddział Gastroenterologii i Hepatologii Dzieci,18,0,7,76,null,null,null,null,t,null,null,null,null
450,telefon:   fax:  uwagi: Pododdział Dializoterapii Dzieci,3,0,183,76,null,null,null,null,t,null,null,null,null
451,telefon: 32 3704344  fax: 32 3704292 uwagi: ,20,0,40,76,null,null,null,null,t,null,null,null,null
713,"telefon:   fax:  uwagi: 2 łózka kod 4500, 3 łóżka kod 4520, 2 łóżka kod 4640, 2 łóżka kod 4220, 4 łóżka kod 4501, 3 łóżka kod 4071, 4 łóżka kod 4222, 2 łóżka kod 4310",22,0,191,76,null,null,null,null,t,null,null,null,null
870,"telefon: 32 3704356  fax: 32 3704354 uwagi: Oddział Chirurgii Wad Rozwojowych Dzieci i Traumatologii, w tym 4 łóżka IOM",20,0,46,76,null,null,null,null,t,null,null,null,null
872,telefon: 32 3704587  fax: 32 3704597 uwagi: W tym 4 łóżka IOM.,16,0,24,76,null,null,null,null,t,null,null,null,null
874,"telefon: 32 3704291  fax: 32 3704466 uwagi: Oddział Patologii Noworodka, w tym 4 stanowiska IT.",24,0,75,76,null,null,null,null,t,null,null,null,null
875,"telefon: 32 3732225  fax: 32 3745664 uwagi: Zabrze, ul. Koziołka 1.\r\nW tym 2 łóżka IOM.",60,0,133,76,null,null,null,null,t,null,null,null,null
452,"telefon: Od. Wew.I:323499180, Od. Wew. z Podod. Geriat.: 323499706  fax: 32 2413952 uwagi: ul. Strzelców Bytomskich 11  41-500 Chorzów\r\nOddział Chorób Wewnętrznych - 59 (w tym 3 łóżka IOM)\r\n\r\nul. Karola Miarki 40, 41-500 Chorzów\r\nOddział Chorób Wewnętrznych z Pododdziałem Geriatrycznym - 50 ( w tym 4 łóżka IOM).\r\n",109,0,1,77,null,null,null,null,t,null,null,null,null
453,telefon: 32 3499156  fax: 32 2413952 uwagi: W tym 6 stanowisk IT.\r\nDializy - TAK,10,0,100,77,null,null,null,null,t,null,null,null,null
454,telefon: 323499160  fax: 32 2413952 uwagi: w tym 2 IOM,36,0,45,77,null,null,null,null,t,null,null,null,null
455,telefon: 323499171  fax: 32 2413952 uwagi: w tym 2 IOM,34,0,106,77,null,null,null,null,t,null,null,null,null
456,telefon: 323499166  fax: 32 2413952 uwagi: ,10,0,20,77,null,null,null,null,t,null,null,null,null
457,telefon: 323499161  fax: 32 2413952 uwagi: Oddział Endokrynologiczno - Diebetologiczny,10,0,5,77,null,null,null,null,t,null,null,null,null
458,telefon: 323499188  fax: 32 2413952 uwagi: w tym 2 łóżka IOM,12,0,22,77,null,null,null,null,t,null,null,null,null
460,telefon: 32 3499161  fax: 32 2413952 uwagi: ,10,0,59,77,null,null,null,null,t,null,null,null,null
461,telefon: 323499734  fax: 32 2413952 uwagi: przy ul. Karola Miarki 40 w Chorzowie\r\nw tym 3 łóżka IOM.,39,0,9,77,null,null,null,null,t,null,null,null,null
757,"telefon:   fax:  uwagi: 7 łóżek kod 4000, 2 łóżka kod 4500, 2 łóżka kod 4580, 3 łóżka kod 4070, 4 łóżka kod 4222, 2 łóżka kod 4220.",20,0,191,77,null,null,null,null,t,null,null,null,null
878,telefon: 323499188  fax: 32 2413952 uwagi: w 4 łóżka IOM,16,0,24,77,null,null,null,null,t,null,null,null,null
462,"telefon:   fax:  uwagi: Oddział Chirurgii Onkologicznej i Ogólnej wraz z odcinkiem chirurgii krótkoterminowej - ul. Wyzwolenia 18, 43-300 Bielsko-Biała",58,0,49,78,null,null,null,null,t,null,null,null,null
463,"telefon: ul. Wyzwolenia: 334984050 (lek.), 334984030 (piel.); ul. Wyspiańskiego: 338157457, 338272554 (lek.), 338272555 (piel.)  fax:  uwagi: ul. Wyzwolenia 18 43-300 Bielsko-Biała\r\nOddział Anestezjologii i Intensywnej Terapii - 4 łóżka\r\n\r\nul. Wyspiańskiego 21 43-300 Bielsko-Biała\r\nOddział Anestezjologii i Intensywnej Terapii - 6 łóżek",10,0,100,78,null,null,null,null,t,null,null,null,null
464,"telefon: 33 8272500  fax:  uwagi: Oddział chirurgii ogólnej i onkologicznej - ul Wyspiańskiego 21, 43-300 Bielsko-Biała",46,0,45,78,null,null,null,null,t,null,null,null,null
465,"telefon: 33 8272500  fax:  uwagi: Ul. Wyspiańskiego 21, 43-300 Bielsko-Biała",43,0,42,78,null,null,null,null,t,null,null,null,null
